num_colors,num_conflicts,num_spilling,num_iter,time,converge,equilibrio,temp
8,0,77,385,2.50000,100,100,10
8,0,77,385,2.60938,250,100,10
8,0,77,385,2.48438,500,100,10
8,0,76,384,6.28125,100,250,10
8,0,76,384,6.25000,250,250,10
8,0,76,384,6.28125,500,250,10
8,0,79,395,12.56250,100,500,10
8,0,79,395,12.53125,250,500,10
8,0,79,395,12.59375,500,500,10
8,0,80,883,5.67188,100,100,25
8,0,80,883,5.71875,250,100,25
8,0,80,883,5.70312,500,100,25
8,0,75,830,13.53125,100,250,25
8,0,75,830,13.53125,250,250,25
8,0,75,830,13.45312,500,250,25
8,0,73,810,26.35938,100,500,25
8,0,73,810,26.39062,250,500,25
8,0,73,810,26.32812,500,500,25
8,0,77,1317,8.51562,100,100,50
8,0,77,1317,8.56250,250,100,50
8,0,77,1317,8.54688,500,100,50
8,0,74,1264,20.62500,100,250,50
8,0,74,1264,20.60938,250,250,50
8,0,74,1264,20.59375,500,250,50
8,0,76,1292,41.56250,100,500,50
8,0,76,1292,41.54688,250,500,50
8,0,76,1292,41.60938,500,500,50
8,0,74,1713,11.26562,100,100,100
8,0,74,1713,11.20312,250,100,100
8,0,74,1713,11.18750,500,100,100
8,0,77,1781,28.43750,100,250,100
8,0,77,1781,28.35938,250,250,100
8,0,77,1781,28.39062,500,250,100
8,0,74,1706,55.20312,100,500,100
8,0,74,1706,55.32812,250,500,100
8,0,74,1706,55.31250,500,500,100
12,0,69,346,2.15625,100,100,10
12,0,69,346,2.15625,250,100,10
12,0,69,346,2.15625,500,100,10
12,0,68,343,5.60938,100,250,10
12,0,68,343,5.31250,250,250,10
12,0,68,343,5.35938,500,250,10
12,0,71,355,10.90625,100,500,10
12,0,71,355,10.92188,250,500,10
12,0,71,355,10.92188,500,500,10
12,0,75,830,4.95312,100,100,25
12,0,75,830,4.96875,250,100,25
12,0,75,830,5.07812,500,100,25
12,0,72,793,24.00000,100,250,25
12,0,72,793,24.65625,250,250,25
12,0,72,793,25.01562,500,250,25
12,0,72,793,50.73438,100,500,25
12,0,72,793,50.71875,250,500,25
12,0,72,793,50.89062,500,500,25
12,0,76,1296,15.03125,100,100,50
12,0,76,1296,14.34375,250,100,50
12,0,76,1296,15.46875,500,100,50
12,0,70,1193,38.70312,100,250,50
12,0,70,1193,32.84375,250,250,50
12,0,70,1193,38.26562,500,250,50
12,0,71,1221,79.48438,100,500,50
12,0,71,1221,79.18750,250,500,50
12,0,71,1221,80.06250,500,500,50
12,0,71,1634,20.60938,100,100,100
12,0,71,1634,20.32812,250,100,100
12,0,71,1634,19.95312,500,100,100
12,0,72,1667,50.84375,100,250,100
12,0,72,1667,52.35938,250,250,100
12,0,72,1667,49.31250,500,250,100
12,0,70,1615,106.90625,100,500,100
12,0,70,1615,107.07812,250,500,100
12,0,70,1615,107.12500,500,500,100
8,0,77,385,2.50000,100,100,10
8,0,77,385,2.50000,250,100,10
8,0,77,385,2.48438,500,100,10
8,0,76,384,6.17188,100,250,10
8,0,76,384,6.15625,250,250,10
8,0,76,384,6.14062,500,250,10
8,0,79,395,12.43750,100,500,10
8,0,79,395,12.43750,250,500,10
8,0,79,395,12.43750,500,500,10
8,0,80,883,5.54688,100,100,25
8,0,80,883,5.53125,250,100,25
8,0,80,883,5.54688,500,100,25
8,0,75,830,13.40625,100,250,25
8,0,75,830,13.37500,250,250,25
8,0,75,830,13.39062,500,250,25
8,0,73,810,26.25000,100,500,25
8,0,73,810,26.34375,250,500,25
8,0,73,810,26.21875,500,500,25
8,0,77,1317,8.37500,100,100,50
8,0,77,1317,8.40625,250,100,50
8,0,77,1317,8.37500,500,100,50
8,0,74,1264,20.45312,100,250,50
8,0,74,1264,20.46875,250,250,50
8,0,74,1264,20.45312,500,250,50
8,0,76,1292,41.48438,100,500,50
8,0,76,1292,41.56250,250,500,50
8,0,76,1292,41.53125,500,500,50
8,0,74,1713,11.12500,100,100,100
8,0,74,1713,11.12500,250,100,100
8,0,74,1713,11.15625,500,100,100
8,0,77,1781,28.29688,100,250,100
8,0,77,1781,28.23438,250,250,100
8,0,77,1781,28.23438,500,250,100
8,0,74,1706,55.20312,100,500,100
8,0,74,1706,55.21875,250,500,100
8,0,74,1706,55.20312,500,500,100
12,0,69,346,2.15625,100,100,10
12,0,69,346,2.15625,250,100,10
12,0,69,346,2.17188,500,100,10
12,0,68,343,5.34375,100,250,10
12,0,68,343,5.32812,250,250,10
12,0,68,343,5.32812,500,250,10
12,0,71,355,10.90625,100,500,10
12,0,71,355,10.90625,250,500,10
12,0,71,355,10.89062,500,500,10
12,0,75,830,4.96875,100,100,25
12,0,75,830,4.95312,250,100,25
12,0,75,830,4.98438,500,100,25
12,0,72,793,12.04688,100,250,25
12,0,72,793,12.04688,250,250,25
12,0,72,793,12.04688,500,250,25
12,0,72,793,24.10938,100,500,25
12,0,72,793,24.10938,250,500,25
12,0,72,793,24.10938,500,500,25
12,0,76,1296,7.73438,100,100,50
12,0,76,1296,7.68750,250,100,50
12,0,76,1296,7.73438,500,100,50
12,0,70,1193,18.31250,100,250,50
12,0,70,1193,18.32812,250,250,50
12,0,70,1193,18.32812,500,250,50
12,0,71,1221,37.03125,100,500,50
12,0,71,1221,37.06250,250,500,50
12,0,71,1221,37.10938,500,500,50
12,0,71,1634,10.01562,100,100,100
12,0,71,1634,10.01562,250,100,100
12,0,71,1634,10.01562,500,100,100
12,0,72,1667,25.34375,100,250,100
12,0,72,1667,25.32812,250,250,100
12,0,72,1667,25.39062,500,250,100
12,0,70,1615,49.53125,100,500,100
12,0,70,1615,49.53125,250,500,100
12,0,70,1615,49.51562,500,500,100
8,0,77,385,2.50000,100,100,10
8,0,77,385,2.59375,250,100,10
8,0,77,385,2.56250,500,100,10
8,0,76,384,6.34375,100,250,10
8,0,76,384,7.10938,250,250,10
8,0,76,384,6.73438,500,250,10
8,0,79,395,12.89062,100,500,10
8,0,79,395,12.57812,250,500,10
8,0,79,395,12.45312,500,500,10
8,0,80,883,5.56250,100,100,25
8,0,80,883,5.57812,250,100,25
8,0,80,883,5.56250,500,100,25
8,0,75,830,13.35938,100,250,25
8,0,75,830,13.46875,250,250,25
8,0,75,830,13.45312,500,250,25
8,0,73,810,26.31250,100,500,25
8,0,73,810,26.25000,250,500,25
8,0,73,810,26.23438,500,500,25
8,0,77,1317,8.39062,100,100,50
8,0,77,1317,8.39062,250,100,50
8,0,77,1317,8.43750,500,100,50
8,0,74,1264,20.48438,100,250,50
8,0,74,1264,20.40625,250,250,50
8,0,74,1264,20.48438,500,250,50
8,0,76,1292,41.62500,100,500,50
8,0,76,1292,42.46875,250,500,50
8,0,76,1292,42.03125,500,500,50
8,0,74,1713,11.18750,100,100,100
8,0,74,1713,11.12500,250,100,100
8,0,74,1713,11.14062,500,100,100
8,0,77,1781,28.46875,100,250,100
8,0,77,1781,28.26562,250,250,100
8,0,77,1781,28.25000,500,250,100
8,0,74,1706,55.25000,100,500,100
8,0,74,1706,55.31250,250,500,100
8,0,74,1706,55.39062,500,500,100
12,0,69,346,2.18750,100,100,10
12,0,69,346,2.15625,250,100,10
12,0,69,346,2.15625,500,100,10
12,0,68,343,5.34375,100,250,10
12,0,68,343,5.31250,250,250,10
12,0,68,343,5.34375,500,250,10
12,0,71,355,10.95312,100,500,10
12,0,71,355,10.92188,250,500,10
12,0,71,355,10.95312,500,500,10
12,0,75,830,4.95312,100,100,25
12,0,75,830,4.98438,250,100,25
12,0,75,830,5.00000,500,100,25
12,0,72,793,12.06250,100,250,25
12,0,72,793,12.14062,250,250,25
12,0,72,793,12.04688,500,250,25
12,0,72,793,24.09375,100,500,25
12,0,72,793,24.17188,250,500,25
12,0,72,793,24.12500,500,500,25
12,0,76,1296,7.78125,100,100,50
12,0,76,1296,7.71875,250,100,50
12,0,76,1296,7.75000,500,100,50
12,0,70,1193,18.29688,100,250,50
12,0,70,1193,18.32812,250,250,50
12,0,70,1193,18.31250,500,250,50
12,0,71,1221,37.10938,100,500,50
12,0,71,1221,37.10938,250,500,50
12,0,71,1221,37.09375,500,500,50
12,0,71,1634,10.03125,100,100,100
12,0,71,1634,10.06250,250,100,100
12,0,71,1634,10.03125,500,100,100
12,0,72,1667,25.40625,100,250,100
12,0,72,1667,25.34375,250,250,100
12,0,72,1667,25.37500,500,250,100
12,0,70,1615,49.62500,100,500,100
12,0,70,1615,49.68750,250,500,100
12,0,70,1615,49.59375,500,500,100
8,0,77,385,2.50000,100,100,10
8,0,77,385,2.51562,250,100,10
8,0,77,385,2.50000,500,100,10
8,0,76,384,6.17188,100,250,10
8,0,76,384,6.17188,250,250,10
8,0,76,384,6.15625,500,250,10
8,0,79,395,12.50000,100,500,10
8,0,79,395,12.43750,250,500,10
8,0,79,395,12.46875,500,500,10
8,0,80,883,5.56250,100,100,25
8,0,80,883,5.56250,250,100,25
8,0,80,883,5.59375,500,100,25
8,0,75,830,13.39062,100,250,25
8,0,75,830,13.39062,250,250,25
8,0,75,830,13.40625,500,250,25
8,0,73,810,26.32812,100,500,25
8,0,73,810,26.34375,250,500,25
8,0,73,810,26.28125,500,500,25
8,0,77,1317,8.67188,100,100,50
8,0,77,1317,8.40625,250,100,50
8,0,77,1317,8.42188,500,100,50
8,0,74,1264,20.51562,100,250,50
8,0,74,1264,20.53125,250,250,50
8,0,74,1264,20.53125,500,250,50
8,0,76,1292,41.57812,100,500,50
8,0,76,1292,41.57812,250,500,50
8,0,76,1292,41.54688,500,500,50
8,0,74,1713,11.15625,100,100,100
8,0,74,1713,11.15625,250,100,100
8,0,74,1713,11.14062,500,100,100
8,0,77,1781,28.43750,100,250,100
8,0,77,1781,28.35938,250,250,100
8,0,77,1781,29.43750,500,250,100
8,0,74,1706,55.35938,100,500,100
8,0,74,1706,55.32812,250,500,100
8,0,74,1706,55.40625,500,500,100
12,0,69,346,2.17188,100,100,10
12,0,69,346,2.15625,250,100,10
12,0,69,346,2.17188,500,100,10
12,0,68,343,5.35938,100,250,10
12,0,68,343,5.34375,250,250,10
12,0,68,343,5.34375,500,250,10
12,0,71,355,10.93750,100,500,10
12,0,71,355,10.93750,250,500,10
12,0,71,355,10.92188,500,500,10
12,0,75,830,4.98438,100,100,25
12,0,75,830,4.96875,250,100,25
12,0,75,830,4.96875,500,100,25
12,0,72,793,12.04688,100,250,25
12,0,72,793,12.06250,250,250,25
12,0,72,793,12.09375,500,250,25
12,0,72,793,24.12500,100,500,25
12,0,72,793,24.21875,250,500,25
12,0,72,793,24.12500,500,500,25
12,0,76,1296,7.71875,100,100,50
12,0,76,1296,7.73438,250,100,50
12,0,76,1296,7.73438,500,100,50
12,0,70,1193,18.32812,100,250,50
12,0,70,1193,18.32812,250,250,50
12,0,70,1193,18.35938,500,250,50
12,0,71,1221,37.21875,100,500,50
12,0,71,1221,37.18750,250,500,50
12,0,71,1221,37.17188,500,500,50
12,0,71,1634,10.06250,100,100,100
12,0,71,1634,10.03125,250,100,100
12,0,71,1634,10.03125,500,100,100
12,0,72,1667,25.34375,100,250,100
12,0,72,1667,25.34375,250,250,100
12,0,72,1667,25.34375,500,250,100
12,0,70,1615,49.64062,100,500,100
12,0,70,1615,49.53125,250,500,100
12,0,70,1615,49.53125,500,500,100
8,0,77,385,2.51562,100,100,10
8,0,77,385,2.51562,250,100,10
8,0,77,385,2.50000,500,100,10
8,0,76,384,6.17188,100,250,10
8,0,76,384,6.17188,250,250,10
8,0,76,384,6.17188,500,250,10
8,0,79,395,12.51562,100,500,10
8,0,79,395,12.46875,250,500,10
8,0,79,395,12.46875,500,500,10
8,0,80,883,5.56250,100,100,25
8,0,80,883,5.57812,250,100,25
8,0,80,883,5.57812,500,100,25
8,0,75,830,13.42188,100,250,25
8,0,75,830,13.42188,250,250,25
8,0,75,830,13.40625,500,250,25
8,0,73,810,26.34375,100,500,25
8,0,73,810,26.34375,250,500,25
8,0,73,810,26.31250,500,500,25
8,0,77,1317,8.43750,100,100,50
8,0,77,1317,8.42188,250,100,50
8,0,77,1317,8.43750,500,100,50
8,0,74,1264,20.50000,100,250,50
8,0,74,1264,20.53125,250,250,50
8,0,74,1264,20.57812,500,250,50
8,0,76,1292,41.65625,100,500,50
8,0,76,1292,41.56250,250,500,50
8,0,76,1292,41.53125,500,500,50
8,0,74,1713,11.10938,100,100,100
8,0,74,1713,11.12500,250,100,100
8,0,74,1713,11.15625,500,100,100
8,0,77,1781,28.35938,100,250,100
8,0,77,1781,28.32812,250,250,100
8,0,77,1781,28.34375,500,250,100
8,0,74,1706,55.32812,100,500,100
8,0,74,1706,55.48438,250,500,100
8,0,74,1706,55.35938,500,500,100
12,0,69,346,2.17188,100,100,10
12,0,69,346,2.15625,250,100,10
12,0,69,346,2.15625,500,100,10
12,0,68,343,5.34375,100,250,10
12,0,68,343,5.32812,250,250,10
12,0,68,343,5.32812,500,250,10
12,0,71,355,10.96875,100,500,10
12,0,71,355,10.93750,250,500,10
12,0,71,355,10.90625,500,500,10
12,0,75,830,4.98438,100,100,25
12,0,75,830,4.95312,250,100,25
12,0,75,830,4.96875,500,100,25
12,0,72,793,12.06250,100,250,25
12,0,72,793,12.07812,250,250,25
12,0,72,793,12.06250,500,250,25
12,0,72,793,24.12500,100,500,25
12,0,72,793,24.09375,250,500,25
12,0,72,793,24.14062,500,500,25
12,0,76,1296,7.73438,100,100,50
12,0,76,1296,7.73438,250,100,50
12,0,76,1296,7.71875,500,100,50
12,0,70,1193,18.35938,100,250,50
12,0,70,1193,18.37500,250,250,50
12,0,70,1193,18.45312,500,250,50
12,0,71,1221,37.15625,100,500,50
12,0,71,1221,37.17188,250,500,50
12,0,71,1221,37.14062,500,500,50
12,0,71,1634,10.03125,100,100,100
12,0,71,1634,10.03125,250,100,100
12,0,71,1634,10.04688,500,100,100
12,0,72,1667,25.31250,100,250,100
12,0,72,1667,25.32812,250,250,100
12,0,72,1667,25.95312,500,250,100
12,0,70,1615,49.70312,100,500,100
